word,machine,human,label
foolish,aṣiwèrè,aṣiwèrè,negative
verily,nitilytọ,nitotọ,positive
impracticable,impracticable,àìṣeéṣe,negative
hysterically,hysterically,rẹ̀rín àrínpojúdé,negative
discomfititure,aiṣedeede,ìpinlẹ́mìnín,negative
hustler,hustler,alágbára,negative
righteousness,ododo,ododo,positive
rifts,ìyapa,ìyapa,negative
correspondence,ifọrọranṣẹ,ifọrọranṣẹ,positive
generous,oninurere,oninurere,positive
honey,oyin,oyin,positive
reunion,itungbepapo,itungbepapo,positive
lawbreaker,agbofinro,arúfin,negative
communist,komunisiti,aláìdáni,negative
egomania,egomania,ìgbéraga,negative
cultivated,gbin,gbin,positive
wrestle,ìjàkadì,jìjàkadì,negative
leeches,leeches,eṣuṣu,negative
prblms,prblms,prblms,negative
fugitive,asasala,asásàláà,negative
tyrannical,alagidi,ìwa ipá,negative
umpire,onidajọ,onidajọ,positive
stew,ipẹtẹ,ọbẹ̀ ata,negative
agreeably,ni ibamu,ni ibamu,positive
devilry,esu,ìwà ìkà,negative
taunt,ṣáátá,ẹ̀gàn,negative
flatteringly,pẹlẹbẹ,pelu ipọnni,positive
squeaky,ariwo,hu,negative
paddle,paddle,fẹ,positive
working,ṣiṣẹ,ṣiṣẹ,positive
dickhead,dickhead,orí okó,negative
matter,ọrọ,ọrọ,positive
unnatural,atubotan,àìṣèwà-ẹ̀dá,negative
outperforms,ṣe àṣejù,se rekọja,positive
spacious,aláyè gbígbòòrò,aláyè gbígbòòrò,positive
scum,ẹgbin,ẹ̀gbin,negative
geezer,geezer,ọkùnrin,negative
enthusiasm,itara,itara,positive
fracture,dida egungun,dídá egungun,negative
scorching,gbigbona,gbígbóná,negative
obit,obit,ìtúfọ̀-òkú,negative
robber,adigunjale,adigunjalè,negative
brusque,didan,dídán,negative
blabber,olofofo,olófòófó,negative
shadowy,ojiji,òjìji,negative
thrifty,ọlọrọ,lere,positive
child,ọmọ,ọmọ,positive
misleadingly,ṣiṣibajẹ,ìṣinilọ́nà,negative
yay,yay,pariwo,positive
authorized,fun ni aṣẹ,fun ni aṣẹ,positive
scintilla,scintilla,àmì dáradára,positive
resolutely,ipinnu,ipinnu,positive
interrupting,kikọlu,ìdí lọ́wọ́,negative
high-spirited,ga-ẹmí,muna,positive
harpy,duru,abàmì,negative
encroachment,ìkóra -ẹni -níjàánu,ìlòdì sí,negative
realizable,realizable,ṣeṣe,positive
excess,apọju,àpọ̀jù,negative
recline,jókòó,fi ara ti,positive
suck,muyan,mú yán,negative
barbarism,barbarism,ìwàkíwà,negative
slowed,fa fifalẹ,fi falẹ̀,negative
wireless,alailowaya,alailowaya,positive
negligence,aifiyesi,àìfiyèsí,negative
vulture,igún,igún,negative
euthanasia,euthanasia,ìpànìyàn,negative
overawe,overawe,ìyàlẹ́nu,negative
bloody,itajesile,ìtàjẹ̀sílẹ̀,negative
misplace,ibi ti ko tọ,fisípò-àìtọ́,negative
bulletproof,ti ko ni aabo,ti o ni aabo,positive
antifungal,antifungal,apakokoro,positive
deportation,ifisilẹ,ìlékúrò,negative
erupt,erupt,ṣẹ́yọ,negative
notables,awọn ogbontarigi,awọn ogbontarigi,positive
visioning,riran,riran,positive
disguising,disguising,dídíbọ́n,negative
elation,elation,ayọ,positive
morality,iwa rere,iwa rere,positive
madden,aṣiwere,aṣiwèrè,negative
stimulated,ji,ji,positive
ineptitude,ailagbara,àìpé,negative
govern,ṣe akoso,ṣe akoso,positive
luckily,Oriire,Oriire,positive
schism,schism,ìyapa,negative
partisans,awọn alabaṣepọ,àwọn alábáṣepọ̀,negative
retract,fapada,dá padà,negative
mournful,ṣọfọ,ṣọ̀fọ̀,negative
fascists,fascists,fascists,negative
grim,koro,korò,negative
ludicrously,ludicrously,ìwà òmùgọ̀,negative
antagonism,atako,àtakò,negative
enchanted,enchanted,ṣe ifaiya si,positive
termination,ifopinsi,òpin,negative
relish,gbadun,gbadun,positive
hardhearted,aiya lile,lórí kunkun,negative
inter,inter,sin,negative
corrupting,ibajẹ,ń bàjẹ́,negative
rusty,ipata,dógùn-ún,negative
dole,dandan,tọrẹ,negative
disappointments,awọn ibanujẹ,ìjákulẹ̀,negative
divinely,atorunwa,atorunwa,positive
willful,imomose,fínúfẹ́dọ̀,negative
avidly,ni itara,pẹlu inu didun,positive
rapture,igbasoke,igbasoke,positive
despised,kẹgàn,kẹ́gàn,negative
worst,buru,burú,negative
decency,ọmọluwabi,ọmọluwabi,positive
beatific,lilu,inu didun,positive
durable,ti o tọ,aigbagbara,positive
occult,òkùnkùn,farasin,negative
self-deluded,ara-deluded,ìtàn ara ẹni,negative
punctuality,àsìkò,àsìkò,positive
baby,Ọmọ,Ọmọ,positive
methanol,kẹmika,ọtí,negative
prudently,pẹlu ọgbọn,pẹlu ọgbọn,positive
illiteracy,aimowe,àìmọwe,negative
fall,ṣubu,ṣubú,negative
pointedly,ni pato,ni pato,positive
attention,akiyesi,akiyesi,positive
perishing,ń ṣègbé,ṣíṣègbé,negative
tyrant,alade,oníwaipá,negative
stalled,duro,ibùjẹ̀ ẹran,negative
resurgent,ajinde,àjíǹde,negative
democracy,tiwantiwa,tiwantiwa,positive
shiver,gbigbọn,gbígbọ̀n,negative
interrupt,da gbigbi,ìdí lọ́wọ́,negative
accolades,iyin,iyin,positive
roomier,yara,yara,positive
connoisseur,onimọran,onimọran,positive
environ,àyíká,àyíká,positive
hasty,kánkán,kánkán,negative
docked,docked,yọ,negative
salve,gbala,ipara,positive
kinder,oninuure,oninuure,positive
shattered,fọ,túká,negative
convention,apejọ,apejọ,positive
shelter,ibi aabo,ibi aabo,positive
irrefutable,irrefutable,ailedù,positive
exile,ìgbèkùn,ìgbèkùn,negative
spurn,ẹgan,ẹ̀gàn,negative
impinge,impinge,kojú,negative
attraction,ifamọra,onfa,positive
culinary,Onje wiwa,Onje wiwa,positive
flawless,ijuwe,ailabawọn,positive
falsification,iro,irọ́,negative
marvels,awọn iyanu,awọn iyanu,positive
disobedient,alaigbọran,àìgbọ́ràn,negative
verge,etibebe,bèbe,negative
relishing,inu didun,inu didun,positive
yawning,ariwo,yíyán,negative
mercilessly,laanu,àìláàánú,negative
quiver,apó,àpo-ọfà,negative
brittle,brittle,ẹlẹgẹ́,negative
rigidness,gígan,ṣòro,negative
effigy,aṣepari,àwòrán,negative
bard,bard,akewi,positive
funny,awada,àwàdà,negative
ennui,ennui,ìbànújẹ́,negative
composer,olupilẹṣẹ,olupilẹṣẹ,positive
anal,furo,fùrọ̀,negative
departure,ilọkuro,lọ,negative
cynicism,alaigbagbọ,aláìgbàgbọ́,negative
comfort,itunu,itunu,positive
embarrass,itiju,ìtìjú,negative
evergreen,alawọ ewe,owa bakanna,positive
trumpet,ipè,fèrè,negative
knotted,sorapo,sorapọ̀,negative
darken,ṣokunkun,ṣókùnkùn,negative
cashbacks,awọn owo sisan,awọn owo sisan,positive
importune,pataki,dà láàmú,negative
lush,ọti,ọti,positive
chastising,ibawi,ìbáwí,negative
intimacy,ibaramu,ibaramu,positive
monopolizing,monopolizing,ànìkànjọgbọ́n,negative
screams,pariwo,pariwo,negative
menaced,ewu,ewu,negative
daring,igboya,nigboya,positive
itchy,yun,yún,negative
cheerfulness,idunnu,idunnu,positive
rider,ẹlẹṣin,ẹlẹṣin,positive
infertility,ailesabiyamo,àgàn,negative
thank,dúpẹ lọwọ,dúpẹ lọwọ,positive
horrified,ibanuje,òbùrẹwà,negative
bothered,idaamu,ìdààmú,negative
enticing,tàn,tàn,positive
harshness,lile,ìrorò,negative
unlicensed,ti ko ni iwe -aṣẹ,àìníwè-àṣẹ,negative
calculating,iṣiro,ìṣirò,negative
fibber,okun,òpùrọ́,negative
slouch,slouch,àìkájúòṣùwọ̀n,negative
shambles,rirun,wọ́ nilẹ̀,negative
respects,bowo,bowo,positive
revive,sọji,sọji,positive
leech,ẹfọ,ajọ̀fẹ́,negative
incoherent,aiṣedeede,àìlọ́gbọ́n,negative
harmonious,isokan,isokan,positive
core,mojuto,inu ohunkohun,positive
radicals,awọn ipilẹṣẹ,ìpilẹ̀ṣẹ̀,negative
tenement,tenement,ibùgbé,negative
moans,moans,ìdárò,negative
jovial,jovial,layọ,positive
free,ofe,ofe,positive
precedence,iṣaaju,iṣaaju,positive
infiltrator,infiltrator,ajíniwò,negative
split,Pin,pín,negative
trusting,gbekele,gbekele,positive
watered-down,mbomirin,dínkù,negative
disgust,ìríra,ìríra,negative
ignores,foju kọ,àìbikita,negative
debate,ijiroro,ijiroro,positive
reached,de ọdọ,de ọdọ,positive
obsession,aimọkan,ifẹ afẹju,positive
resentful,ibinu,ibinu,negative
altruistically,altruistically,aimọtara-ẹnikan,positive
damning,ẹlẹṣẹ,ìdálẹ́bi,negative
lobbyist,lobbyist,abẹ̀bẹ̀,negative
adroitly,adroitly,gbọn,positive
dazzled,dazzled,dan manran,positive
languor,languor,rọ,negative
blot,paarẹ,àbàwọ́n,negative
regard,iyi,iyi,positive
violent,iwa -ipa,ìwà -ipá,negative
fried,Dín,dín,negative
adoring,adoring,juba,positive
neglected,igbagbe,ìgbàgbé,negative
farcical-yet-provocative,farcical-sibẹsibẹ-àkìjà,ṣàjèjì ṣùgbọ́n ń múni bínú,negative
unthinkable,airotẹlẹ,àìròtẹ́lẹ̀,negative
commemorative,iranti,iranti,positive
haunt,haunt,wọ,negative
insignificant,alainilara,àìnípá,negative
swear,búra,búra,positive
celebrates,ṣe ayẹyẹ,ṣe ayẹyẹ,positive
succeed,ṣe aṣeyọri,ṣe aṣeyọri,positive
contour,elegbegbe,elegbegbe,positive
credential,iwe eri,iwe eri,positive
raptureous,raptureous,jẹ tagbára,positive
murderously,apaniyan,ìpànìyàn,negative
disorganized,disorganized,àìlétò,negative
strip,rinhoho,ìhòhò,negative
gang,onijagidijagan,ikọ̀,negative
eligible,yẹ,yẹ,positive
laden,ti kojọpọ,dẹrùlé,negative
unnerve,unnerve,dàláámù,negative
pigeon,ẹyẹle,ẹyẹlé,negative
coherence,isokan,isokan,positive
reactionary,ifaseyin,ìfèsìpadà,negative
rupture,rupture,bẹ́,negative
steals,ji,jí,negative
unforeseen,airotẹlẹ,àìròtẹ́lẹ̀,negative
unfeeling,alailagbara,àìláànú,negative
appreciating,mọrírì,n mọrírì,positive
disaccord,disaccord,àìníṣọ̀kan,negative
smartest,ọlọgbọn julọ,ọlọgbọn julọ,positive
delighting,igbadun,Inudidun,positive
fortuitously,lojiji,lojiji,positive
exasperated,binu,pinlẹ́mìnín,negative
accessable,wiwọle,wiwọle,positive
defamatory,ibajẹ,ìbàjẹ́,negative
amphetamines,amphetamines,ògùn-ìmọ̀lára,negative
bruise,ọgbẹ,ọgbẹ́,negative
sensations,sensations,àwọn ìmúdunú,positive
booby,booby,òpònú,negative
desist,dawọ duro,jáwọ́,negative
traitorously,traitorously,ìṣẹ̀tàn,negative
cheerful,idunnu,idunnu,positive
unequaled,aiṣedeede,aiṣedeede,positive
sobriety,aibalẹ,airekọja,positive
calumnies,awọn akole,ìbánilórúkọjẹ́,negative
blast,fifún,ìbúgbámù,negative
splendid,ẹlẹwa,ẹlẹwa,positive
evacuate,gbé e kúrò,jáde-kúrò,negative
civilize,ọlaju,ọlaju,positive
fatigues,awọn ailera,àwọn àìlera,negative
unreachable,de ọdọ,àìlèkànsí,negative
no fun,ko si igbadun,kò sí ìgbádùn,negative
goofy,goofy,àṣìṣe,negative
hamper,idiwo,ìdíwọ́,negative
gent,jeje,oníwà-rere,negative
worrying,idaamu,ìdààmú,negative
poverty,osi,òsì,negative
freaking,freaking,ń ṣàjèjì,negative
commitment,ifaramo,ifaramo,positive
depression,ibanujẹ,ìbànújẹ́,negative
dilute,dilute,bomilà,negative
squatter,afinju,ayálégbé,negative
bleeds,awọn ẹjẹ,àwọn ẹ̀jẹ̀,negative
heroics,akọni,akọni,positive
bull----,akọmalu--,akọ màlúù,negative
dissolution,itu,ìtúká,negative
trusty,igbẹkẹle,igbẹkẹle,positive
painfull,irora,ìrora,negative
infatuated,ìfẹ́kúfẹ̀ẹ́,ni ìfẹ́kúfẹ̀ẹ́,positive
improbability,aiṣeeṣe,àìṣeéṣe,negative
relinquish,fi silẹ,fisílẹ̀,negative
uncomplicated,aiṣododo,takoko,positive
burden,ẹrù,ẹrù,negative
abrade,abrade,rúkurùku,negative
dismayingly,ibanuje,ìbẹ̀rù,negative
repugn,korira,kórìíra,negative
defiance,alaigbọran,ìpèníjà,negative
equivocal,deede,déédé,negative
caustic,caustic,ajóni,negative
scoundrel,ẹlẹgbin,alárìífín,negative
unlawful,arufin,ìlòdìsófin,negative
aggression,ifinran,ìbínú,negative
correct,atunse,tunse,positive
manslaughter,ipaniyan,ìpànìyàn,negative
hottest,to gbona gan,to gbona gan,positive
intoxicate,ọmuti,ọ̀mùtí,negative
stylish,ara,ti aṣa,positive
excessive,apọju,àpọ̀jù,negative
recalcitrant,alaigbagbọ,aláìgbọràn,negative
resolves,pinnu,pinnu,positive
onus,onus,ẹ̀dun-ọkàn,negative
diary,ojojumọ,ìwé ojojúmọ́,positive
modest,iwọntunwọnsi,iwọntunwọnsi,positive
endorsing,ifọwọsi,ifọwọsi,positive
hurts,dun,dùn,negative
smut,lilu,dọ̀tí,negative
sucked,ti fa mu,ti fà mu,negative
specter,alafojusi,òkú-rírí,negative
grant,fifunni,fifunni,positive
impoverished,talaka,tálákà,negative
breakneck,adehun,aré,negative
anti-proliferation,egboogi-afikun,alátakò -àfikún,negative
vociferously,vociferously,onípá,negative
repugnant,irira,ìríra,negative
bad,buburu,búburú,negative
exaltingly,gbega,gbega,positive
hobble,hobble,dójútì,negative
exposes,ṣipaya,ṣí payá,negative
uplift,gbe soke,gbe soke,positive
occupation,ojúṣe,ojúṣe,positive
brisk,brisk,yara,positive
carol,karol,karol,positive
primitive,atijo,nípa ìpilẹ̀ṣẹ̀,negative
golden,wura,wura,positive
malcontent,aito,àìnítẹ̀ẹ́lọ́rùn,negative
amiability,ifarada,niwa ọrẹ,positive
seduce,tan,tànjẹ,negative
corporeal,ti ara,ti ara,positive
lovable,ololufẹ,Ie fẹran,positive
primer,alakoko,iwe kika ekini,positive
sonnet,sonnet,orin kékeré,positive
denounce,ibaniwi,ìbániwí,negative
feverish,ibà,ibà,negative
intervention,ilowosi,ilowosi,positive
strike,idasesile,ìdasẹ́ sílẹ̀,negative
birth,ibimọ,ibimọ,positive
phenomenal,iyalẹnu,iyalẹnu,positive
haunting,haunting,dọdẹ,negative
sarcoma,sarcoma,jẹjẹrẹ-ìmọ̀lára,negative
antagonize,ilodi si,ìlòdì si,negative
cartoonish,aworan efe,àwòrán apanilẹ́rìnín,negative
brutality,iwa ika,ìwà ìkà,negative
repellent,onibaje,ìdápadà-sẹ́yìn,negative
muzzle,muzzle,ẹnu-ìbọn,negative
tarnishing,tarnishing,ìtàbùkù,negative
enthralled,yin ojlofọndotenamẹ,iwunilori,positive
popular,gbajumo,gbajumo,positive
clueless,alainidi,àláìnídìí,negative
lustful,ifẹkufẹ,nífẹ́kúfẹ̀,negative
partner,alabaṣepọ,alabaṣepọ,positive
disasterous,ajalu,àjálù,negative
unsteadiness,aiṣedeede,àìdúró-ṣinṣin,negative
panic,ẹrù,ẹ̀rù,negative
atrocity,iwa ika,ìwà ìkà,negative
practiced,niwa,daṣe,positive
stealing,jiji,jíjí,negative
flareups,flareups,gbóná,negative
berate,berate,bú,negative
disinfection,imukuro,imukuro,positive
soundness,ìlera,ìlera,positive
fidgety,fidgety,fidgety,negative
welcomed,tewogba,tewogba,positive
unobserved,ti ko ṣe akiyesi,àìfiyèsí,negative
irons,awọn irin,irin,negative
buddy,ore,ore,positive
epidemic,àjàkálẹ àrùn,àjàkálẹ̀ àrùn,negative
prompt,kiakia,kiakia,positive
dismal,dismal,ìbanilọ́kànjẹ́,negative
pigs,elede,àwọn ẹlẹ́dẹ̀,negative
honor,ọlá,ọlá,positive
wows,wows,yà lẹ́nu,positive
awkward,àìrọrùn,àìrọrùn,negative
dandy,dandy,afínjú,negative
blob,blob,ẹ̀kán,negative
pessimistic,alainireti,áìnírètí,negative
discoutinous,discoutinous,ìdádúró,negative
maddeningly,maddeningly,aṣiwèrè,negative
mace,abo,Ọ̀pa-àṣẹ,negative
unprofessional,alamọdaju,alamọdaju,negative
dedicated,ifiṣootọ,ifiṣootọ,positive
deadlock,pipade,pípadà,negative
aggressiveness,ibinu,ìbínú,negative
skirmish,ìjà,ìjà-díẹ̀,negative
hardy,lile,lile,positive
detracting,detracting,ń yọ kúrò,negative
young,ọdọ,ọmọdé,positive
substantially,ni pataki,ni pataki,positive
inhospitable,alailera,àìkónimọ́ra,negative
self-determination,ipinnu ara ẹni,ipinnu ara ẹni,positive
frail,alailera,aláìlera,negative
resolute,ipinnu,ipinnu,positive
cold,tutu,tutù,negative
authentic,ojulowo,ojulowo,positive
motivate,ru,ru,positive
absorbed,gba,gba,positive
unnervingly,alaigbọran,dídàláámù,negative
smolder,olofin,jó láìsí èéfín,negative
finest,dara julọ,dara julọ,positive
lagging,alailara,àìsùn,negative
barrier,idankan,ìdènà,negative
unsuccessfully,laisi aṣeyọri,láìláṣeyọrí,negative
faggot,fagot,igi ìdáná,negative
repel,ifesi,kọ̀,negative
ghetto,adugbo,àdúgbò,negative
extra,afikun,afikun,positive
spammers,àwúrúju,àwúrúju,negative
nastiness,nastiness,ẹlẹ́gbin,negative
transparent,sihin,mimọgara,positive
indiscriminating,aibikita,àìbìkítà,negative
handier,afọwọṣe,nitosi,positive
attentive,fetísílẹ,fetísílẹ,positive
failures,awọn ikuna,àwọn ìkùnà,negative
dame,dame,obinrin,positive
mime,mime,fẹ-jọ orin,positive
venomous,oró,olóró,negative
enslaved,ẹrú,ẹrú,negative
loving,ife,nifẹ,positive
repugnantly,ìríra,ìríra,negative
admiring,iwunilori,n fẹ,positive
worth-while,tọ-nigba,dara,positive
entranced,entranced,fa,positive
indemnify,ṣe aiṣedeede,ìdójútófò,negative
statuesque,ere aworan,ere aworan,positive
snubbed,gbaju,gbájú,negative
stamina,ìfaradà,ìfaradà,positive
knock,kànkun,kànkùn,negative
freed,ni ominira,ni ominira,positive
impertinent,aiṣedeede,àìmọ̀wáhù,negative
gallant,gallant,nigboiya,positive
glimmering,glimmering,mọlẹ baibai,positive
sucky,sucky,mímu,negative
user-friendly,onirọrun aṣamulo,onirọrun aṣamulo,positive
carnage,ipakupa,ìpakúpa,negative
laughably,laughably,ajẹmẹ́rìnín,negative
whores,panṣaga,panṣágà,negative
breaking,fifọ,fífọ́,negative
doubting,ṣiyemeji,ṣiyèméjì,negative
restored,pada,pada,positive
fraudster,arekereke,jẹgúdújẹrá,negative
flustered,flustered,ìpayà,negative
debris,idoti,pàntí,negative
breach,irufin,ìrúnfin,negative
modesty,ìmẹ̀tọ́mọ̀wà,ìmẹ̀tọ́mọ̀wà,positive
restricts,awọn ihamọ,àwọn ìhámọ́,negative
culmination,ipari,ìfẹ ogogoro,positive
wrong,ti ko tọ,tí kò tọ́,negative
proper,yẹ,yẹ,positive
classify,sọtọ,sọtọ,positive
strife,ìjà,ìjà,negative
hearten,gbokanle,moriwu,positive
proficiency,pipe,pipe,positive
honored,lola,fọla fun,positive
satisfying,itelorun,n tẹlọrun,positive
nifty,nifty,dara,positive
skittishly,skittishly,lọ́nà tó dẹ́rùbàni,negative
gladden,dunnu,dunnu,positive
invader,ayabo,àyabò,negative
flaunt,flaunt,fihàn,negative
peeled,bó,bó,negative
butler,agbọ́tí,agbọ́tí,positive
liked,feran,feran,positive
faultless,ailabawọn,ailabawọn,positive
tantalizing,tankalẹ,dídánilójú,negative
procedure,ilana,ilana,positive
revolution,rogbodiyan,rogbodiyan,positive
mistified,ti ko tọ,ṣìmú,negative
flat-out,alapin-jade,àṣeparí,negative
